
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
65.4498,um^3,Spot,1,53072,
65.4498,um^3,Spot,1,53073,
65.4498,um^3,Spot,1,53075,
65.4498,um^3,Spot,1,53078,
65.4498,um^3,Spot,1,53079,
65.4498,um^3,Spot,1,53080,
65.4498,um^3,Spot,1,53081,
65.4498,um^3,Spot,1,53082,
65.4498,um^3,Spot,1,53083,
65.4498,um^3,Spot,1,53084,
65.4498,um^3,Spot,1,53085,
65.4498,um^3,Spot,1,53086,
65.4498,um^3,Spot,1,53087,
65.4498,um^3,Spot,1,53088,
65.4498,um^3,Spot,1,53090,
65.4498,um^3,Spot,1,53091,
65.4498,um^3,Spot,1,53092,
65.4498,um^3,Spot,1,53094,
65.4498,um^3,Spot,1,53095,
65.4498,um^3,Spot,1,53096,
65.4498,um^3,Spot,1,53097,
65.4498,um^3,Spot,1,53098,
65.4498,um^3,Spot,1,53099,
65.4498,um^3,Spot,1,53100,
65.4498,um^3,Spot,1,53101,
65.4498,um^3,Spot,1,53102,
65.4498,um^3,Spot,1,53103,
65.4498,um^3,Spot,1,53104,
65.4498,um^3,Spot,1,53105,
65.4498,um^3,Spot,1,53106,
65.4498,um^3,Spot,1,53107,
65.4498,um^3,Spot,1,53108,
65.4498,um^3,Spot,1,53109,
65.4498,um^3,Spot,1,53110,
65.4498,um^3,Spot,1,53111,
65.4498,um^3,Spot,1,53112,
65.4498,um^3,Spot,1,53113,
65.4498,um^3,Spot,1,53115,
65.4498,um^3,Spot,1,53116,
65.4498,um^3,Spot,1,53118,
65.4498,um^3,Spot,1,53119,
65.4498,um^3,Spot,1,53120,
65.4498,um^3,Spot,1,53121,
65.4498,um^3,Spot,1,53122,
65.4498,um^3,Spot,1,53123,
65.4498,um^3,Spot,1,53124,
65.4498,um^3,Spot,1,53125,
65.4498,um^3,Spot,1,53126,
65.4498,um^3,Spot,1,53127,
65.4498,um^3,Spot,1,53128,
65.4498,um^3,Spot,1,53129,
65.4498,um^3,Spot,1,53130,
65.4498,um^3,Spot,1,53131,
65.4498,um^3,Spot,1,53132,
65.4498,um^3,Spot,1,53133,
65.4498,um^3,Spot,1,53134,
65.4498,um^3,Spot,1,53135,
65.4498,um^3,Spot,1,53136,
65.4498,um^3,Spot,1,53137,
65.4498,um^3,Spot,1,53138,
65.4498,um^3,Spot,1,53140,
65.4498,um^3,Spot,1,53141,
65.4498,um^3,Spot,1,53142,
65.4498,um^3,Spot,1,53143,
65.4498,um^3,Spot,1,53144,
65.4498,um^3,Spot,1,53145,
65.4498,um^3,Spot,1,53146,
65.4498,um^3,Spot,1,53147,
65.4498,um^3,Spot,1,53148,
65.4498,um^3,Spot,1,53149,
65.4498,um^3,Spot,1,53150,
65.4498,um^3,Spot,1,53152,
65.4498,um^3,Spot,1,53154,
65.4498,um^3,Spot,1,53155,
65.4498,um^3,Spot,1,53157,
65.4498,um^3,Spot,1,53159,
65.4498,um^3,Spot,1,53160,
65.4498,um^3,Spot,1,53163,
65.4498,um^3,Spot,1,53164,
65.4498,um^3,Spot,1,53165,
65.4498,um^3,Spot,1,53166,
65.4498,um^3,Spot,1,53167,
65.4498,um^3,Spot,1,53168,
65.4498,um^3,Spot,1,53169,
65.4498,um^3,Spot,1,53170,
65.4498,um^3,Spot,1,53171,
65.4498,um^3,Spot,1,53172,
65.4498,um^3,Spot,1,53173,
65.4498,um^3,Spot,1,53174,
65.4498,um^3,Spot,1,53175,
65.4498,um^3,Spot,1,53176,
65.4498,um^3,Spot,1,53177,
65.4498,um^3,Spot,1,53179,
65.4498,um^3,Spot,1,53180,
65.4498,um^3,Spot,1,53181,
65.4498,um^3,Spot,1,53182,
65.4498,um^3,Spot,1,53183,
65.4498,um^3,Spot,1,53184,
65.4498,um^3,Spot,1,53185,
65.4498,um^3,Spot,1,53186,
65.4498,um^3,Spot,1,53187,
65.4498,um^3,Spot,1,53188,
65.4498,um^3,Spot,1,53189,
65.4498,um^3,Spot,1,53190,
65.4498,um^3,Spot,1,53191,
65.4498,um^3,Spot,1,53192,
65.4498,um^3,Spot,1,53193,
65.4498,um^3,Spot,1,53194,
65.4498,um^3,Spot,1,53195,
65.4498,um^3,Spot,1,53196,
65.4498,um^3,Spot,1,53197,
65.4498,um^3,Spot,1,53198,
65.4498,um^3,Spot,1,53199,
65.4498,um^3,Spot,1,53200,
65.4498,um^3,Spot,1,53201,
65.4498,um^3,Spot,1,53203,
65.4498,um^3,Spot,1,53204,
65.4498,um^3,Spot,1,53205,
65.4498,um^3,Spot,1,53206,
65.4498,um^3,Spot,1,53207,
65.4498,um^3,Spot,1,53208,
65.4498,um^3,Spot,1,53209,
65.4498,um^3,Spot,1,53210,
65.4498,um^3,Spot,1,53211,
65.4498,um^3,Spot,1,53212,
65.4498,um^3,Spot,1,53213,
65.4498,um^3,Spot,1,53214,
65.4498,um^3,Spot,1,53215,
65.4498,um^3,Spot,1,53216,
65.4498,um^3,Spot,1,53217,
65.4498,um^3,Spot,1,53218,
65.4498,um^3,Spot,1,53219,
65.4498,um^3,Spot,1,53220,
65.4498,um^3,Spot,1,53221,
65.4498,um^3,Spot,1,53222,
65.4498,um^3,Spot,1,53225,
65.4498,um^3,Spot,1,53226,
65.4498,um^3,Spot,1,53227,
65.4498,um^3,Spot,1,53228,
65.4498,um^3,Spot,1,53229,
65.4498,um^3,Spot,1,53230,
65.4498,um^3,Spot,1,53231,
65.4498,um^3,Spot,1,53232,
65.4498,um^3,Spot,1,53233,
65.4498,um^3,Spot,1,53234,
65.4498,um^3,Spot,1,53235,
65.4498,um^3,Spot,2,53236,
65.4498,um^3,Spot,2,53237,
65.4498,um^3,Spot,2,53238,
65.4498,um^3,Spot,2,53239,
65.4498,um^3,Spot,2,53240,
65.4498,um^3,Spot,2,53241,
65.4498,um^3,Spot,2,53242,
65.4498,um^3,Spot,2,53243,
65.4498,um^3,Spot,2,53244,
65.4498,um^3,Spot,2,53245,
65.4498,um^3,Spot,2,53246,
65.4498,um^3,Spot,2,53247,
65.4498,um^3,Spot,2,53248,
65.4498,um^3,Spot,2,53249,
65.4498,um^3,Spot,2,53250,
65.4498,um^3,Spot,2,53251,
65.4498,um^3,Spot,2,53252,
65.4498,um^3,Spot,2,53253,
65.4498,um^3,Spot,2,53254,
65.4498,um^3,Spot,2,53255,
65.4498,um^3,Spot,2,53256,
65.4498,um^3,Spot,2,53257,
65.4498,um^3,Spot,2,53258,
65.4498,um^3,Spot,2,53259,
65.4498,um^3,Spot,2,53260,
65.4498,um^3,Spot,2,53261,
65.4498,um^3,Spot,2,53262,
65.4498,um^3,Spot,2,53263,
65.4498,um^3,Spot,2,53264,
65.4498,um^3,Spot,2,53265,
65.4498,um^3,Spot,2,53266,
65.4498,um^3,Spot,2,53267,
65.4498,um^3,Spot,2,53268,
65.4498,um^3,Spot,2,53269,
65.4498,um^3,Spot,2,53270,
65.4498,um^3,Spot,2,53271,
65.4498,um^3,Spot,2,53272,
65.4498,um^3,Spot,2,53273,
65.4498,um^3,Spot,2,53274,
65.4498,um^3,Spot,2,53275,
65.4498,um^3,Spot,2,53276,
65.4498,um^3,Spot,2,53277,
65.4498,um^3,Spot,2,53278,
65.4498,um^3,Spot,2,53279,
65.4498,um^3,Spot,2,53280,
65.4498,um^3,Spot,2,53281,
65.4498,um^3,Spot,2,53282,
65.4498,um^3,Spot,2,53283,
65.4498,um^3,Spot,2,53284,
65.4498,um^3,Spot,2,53285,
65.4498,um^3,Spot,2,53286,
65.4498,um^3,Spot,2,53287,
65.4498,um^3,Spot,2,53288,
65.4498,um^3,Spot,2,53289,
65.4498,um^3,Spot,2,53290,
65.4498,um^3,Spot,2,53291,
65.4498,um^3,Spot,2,53292,
65.4498,um^3,Spot,2,53293,
65.4498,um^3,Spot,2,53294,
65.4498,um^3,Spot,2,53295,
65.4498,um^3,Spot,2,53296,
65.4498,um^3,Spot,2,53297,
65.4498,um^3,Spot,2,53298,
65.4498,um^3,Spot,2,53299,
65.4498,um^3,Spot,2,53300,
65.4498,um^3,Spot,2,53301,
65.4498,um^3,Spot,2,53302,
65.4498,um^3,Spot,2,53303,
65.4498,um^3,Spot,2,53304,
65.4498,um^3,Spot,2,53305,
65.4498,um^3,Spot,2,53306,
65.4498,um^3,Spot,2,53307,
65.4498,um^3,Spot,2,53308,
65.4498,um^3,Spot,2,53309,
65.4498,um^3,Spot,2,53310,
65.4498,um^3,Spot,2,53311,
65.4498,um^3,Spot,2,53312,
65.4498,um^3,Spot,2,53313,
65.4498,um^3,Spot,2,53314,
65.4498,um^3,Spot,2,53315,
65.4498,um^3,Spot,2,53316,
65.4498,um^3,Spot,2,53317,
65.4498,um^3,Spot,2,53318,
65.4498,um^3,Spot,2,53319,
65.4498,um^3,Spot,2,53320,
65.4498,um^3,Spot,2,53321,
65.4498,um^3,Spot,2,53322,
65.4498,um^3,Spot,2,53323,
65.4498,um^3,Spot,2,53324,
65.4498,um^3,Spot,2,53325,
65.4498,um^3,Spot,2,53326,
65.4498,um^3,Spot,2,53327,
65.4498,um^3,Spot,2,53328,
65.4498,um^3,Spot,2,53329,
65.4498,um^3,Spot,2,53330,
65.4498,um^3,Spot,2,53331,
65.4498,um^3,Spot,2,53332,
65.4498,um^3,Spot,2,53333,
65.4498,um^3,Spot,2,53334,
65.4498,um^3,Spot,2,53335,
65.4498,um^3,Spot,2,53336,
65.4498,um^3,Spot,2,53337,
65.4498,um^3,Spot,2,53338,
65.4498,um^3,Spot,2,53339,
65.4498,um^3,Spot,2,53340,
65.4498,um^3,Spot,2,53341,
65.4498,um^3,Spot,2,53342,
65.4498,um^3,Spot,2,53343,
65.4498,um^3,Spot,2,53344,
65.4498,um^3,Spot,2,53345,
65.4498,um^3,Spot,2,53346,
65.4498,um^3,Spot,2,53347,
65.4498,um^3,Spot,2,53348,
65.4498,um^3,Spot,2,53349,
65.4498,um^3,Spot,2,53350,
65.4498,um^3,Spot,2,53351,
65.4498,um^3,Spot,2,53352,
65.4498,um^3,Spot,2,53353,
65.4498,um^3,Spot,2,53354,
65.4498,um^3,Spot,2,53355,
65.4498,um^3,Spot,2,53356,
65.4498,um^3,Spot,2,53357,
65.4498,um^3,Spot,2,53358,
65.4498,um^3,Spot,2,53359,
65.4498,um^3,Spot,2,53360,
65.4498,um^3,Spot,2,53361,
65.4498,um^3,Spot,2,53362,
65.4498,um^3,Spot,2,53363,
65.4498,um^3,Spot,2,53364,
65.4498,um^3,Spot,2,53365,
65.4498,um^3,Spot,2,53366,
65.4498,um^3,Spot,2,53367,
65.4498,um^3,Spot,2,53368,
65.4498,um^3,Spot,2,53369,
65.4498,um^3,Spot,2,53370,
65.4498,um^3,Spot,2,53371,
65.4498,um^3,Spot,2,53372,
65.4498,um^3,Spot,2,53373,
65.4498,um^3,Spot,2,53374,
65.4498,um^3,Spot,2,53375,
65.4498,um^3,Spot,2,53376,
65.4498,um^3,Spot,2,53377,
65.4498,um^3,Spot,2,53378,
65.4498,um^3,Spot,2,53379,
65.4498,um^3,Spot,2,53380,
65.4498,um^3,Spot,2,53381,
65.4498,um^3,Spot,2,53382,
65.4498,um^3,Spot,2,53383,
65.4498,um^3,Spot,2,53384,
65.4498,um^3,Spot,2,53385,
65.4498,um^3,Spot,2,53386,
65.4498,um^3,Spot,2,53387,
65.4498,um^3,Spot,2,53388,
65.4498,um^3,Spot,2,53389,
65.4498,um^3,Spot,2,53390,
65.4498,um^3,Spot,2,53391,
65.4498,um^3,Spot,2,53392,
65.4498,um^3,Spot,2,53393,
65.4498,um^3,Spot,2,53394,
65.4498,um^3,Spot,2,53395,
65.4498,um^3,Spot,2,53396,
65.4498,um^3,Spot,2,53397,
65.4498,um^3,Spot,2,53398,
65.4498,um^3,Spot,2,53399,
65.4498,um^3,Spot,2,53400,
65.4498,um^3,Spot,2,53401,
65.4498,um^3,Spot,2,53402,
65.4498,um^3,Spot,2,53403,
65.4498,um^3,Spot,2,53404,
65.4498,um^3,Spot,2,53405,
65.4498,um^3,Spot,2,53406,
65.4498,um^3,Spot,2,53407,
65.4498,um^3,Spot,2,53408,
65.4498,um^3,Spot,2,53409,
65.4498,um^3,Spot,2,53410,
65.4498,um^3,Spot,2,53411,
65.4498,um^3,Spot,2,53412,
65.4498,um^3,Spot,2,53413,
65.4498,um^3,Spot,2,53414,
65.4498,um^3,Spot,2,53415,
65.4498,um^3,Spot,2,53416,
65.4498,um^3,Spot,2,53417,
65.4498,um^3,Spot,2,53418,
65.4498,um^3,Spot,2,53419,
65.4498,um^3,Spot,2,53420,
65.4498,um^3,Spot,2,53421,
65.4498,um^3,Spot,2,53422,
65.4498,um^3,Spot,2,53423,
65.4498,um^3,Spot,2,53424,
65.4498,um^3,Spot,2,53425,
65.4498,um^3,Spot,2,53426,
65.4498,um^3,Spot,2,53427,
65.4498,um^3,Spot,2,53428,
65.4498,um^3,Spot,2,53429,
65.4498,um^3,Spot,2,53430,
65.4498,um^3,Spot,2,53431,
65.4498,um^3,Spot,2,53432,
65.4498,um^3,Spot,2,53433,
65.4498,um^3,Spot,2,53434,
65.4498,um^3,Spot,2,53435,
65.4498,um^3,Spot,2,53436,
65.4498,um^3,Spot,2,53437,
65.4498,um^3,Spot,2,53438,
65.4498,um^3,Spot,2,53439,
65.4498,um^3,Spot,2,53440,
65.4498,um^3,Spot,2,53441,
65.4498,um^3,Spot,2,53442,
65.4498,um^3,Spot,2,53443,
65.4498,um^3,Spot,2,53444,
65.4498,um^3,Spot,2,53445,
65.4498,um^3,Spot,2,53446,
65.4498,um^3,Spot,2,53447,
65.4498,um^3,Spot,2,53448,
65.4498,um^3,Spot,2,53449,
65.4498,um^3,Spot,2,53450,
65.4498,um^3,Spot,2,53451,
65.4498,um^3,Spot,2,53452,
65.4498,um^3,Spot,2,53453,
65.4498,um^3,Spot,2,53454,
65.4498,um^3,Spot,2,53455,
65.4498,um^3,Spot,2,53456,
65.4498,um^3,Spot,2,53457,
65.4498,um^3,Spot,2,53458,
65.4498,um^3,Spot,2,53459,
65.4498,um^3,Spot,2,53460,
65.4498,um^3,Spot,2,53461,
65.4498,um^3,Spot,2,53462,
65.4498,um^3,Spot,2,53463,
65.4498,um^3,Spot,2,53464,
65.4498,um^3,Spot,2,53465,
65.4498,um^3,Spot,2,53466,
65.4498,um^3,Spot,2,53467,
65.4498,um^3,Spot,2,53468,
65.4498,um^3,Spot,2,53469,
65.4498,um^3,Spot,2,53470,
65.4498,um^3,Spot,2,53471,
65.4498,um^3,Spot,2,53472,
65.4498,um^3,Spot,2,53473,
65.4498,um^3,Spot,2,53474,
65.4498,um^3,Spot,2,53475,
65.4498,um^3,Spot,2,53476,
65.4498,um^3,Spot,2,53477,
65.4498,um^3,Spot,2,53478,
65.4498,um^3,Spot,2,53479,
65.4498,um^3,Spot,2,53480,
65.4498,um^3,Spot,2,53481,
65.4498,um^3,Spot,2,53482,
65.4498,um^3,Spot,2,53483,
65.4498,um^3,Spot,2,53484,
65.4498,um^3,Spot,2,53485,
65.4498,um^3,Spot,2,53486,
65.4498,um^3,Spot,2,53487,
65.4498,um^3,Spot,2,53488,
65.4498,um^3,Spot,2,53489,
65.4498,um^3,Spot,2,53490,
65.4498,um^3,Spot,2,53491,
65.4498,um^3,Spot,2,53492,
65.4498,um^3,Spot,2,53493,
65.4498,um^3,Spot,2,53494,
65.4498,um^3,Spot,2,53495,
65.4498,um^3,Spot,2,53496,
65.4498,um^3,Spot,2,53497,
65.4498,um^3,Spot,3,53498,
65.4498,um^3,Spot,3,53499,
65.4498,um^3,Spot,3,53500,
65.4498,um^3,Spot,3,53501,
65.4498,um^3,Spot,3,53502,
65.4498,um^3,Spot,3,53503,
65.4498,um^3,Spot,3,53504,
65.4498,um^3,Spot,3,53505,
65.4498,um^3,Spot,3,53506,
65.4498,um^3,Spot,3,53507,
65.4498,um^3,Spot,3,53508,
65.4498,um^3,Spot,3,53509,
65.4498,um^3,Spot,3,53510,
65.4498,um^3,Spot,3,53511,
65.4498,um^3,Spot,3,53512,
65.4498,um^3,Spot,3,53513,
65.4498,um^3,Spot,3,53514,
65.4498,um^3,Spot,3,53515,
65.4498,um^3,Spot,3,53516,
65.4498,um^3,Spot,3,53517,
65.4498,um^3,Spot,3,53518,
65.4498,um^3,Spot,3,53519,
65.4498,um^3,Spot,3,53520,
65.4498,um^3,Spot,3,53521,
65.4498,um^3,Spot,3,53522,
65.4498,um^3,Spot,3,53523,
65.4498,um^3,Spot,3,53524,
65.4498,um^3,Spot,3,53525,
65.4498,um^3,Spot,3,53526,
65.4498,um^3,Spot,3,53527,
65.4498,um^3,Spot,3,53528,
65.4498,um^3,Spot,3,53529,
65.4498,um^3,Spot,3,53530,
65.4498,um^3,Spot,3,53531,
65.4498,um^3,Spot,3,53532,
65.4498,um^3,Spot,3,53533,
65.4498,um^3,Spot,3,53534,
65.4498,um^3,Spot,3,53535,
65.4498,um^3,Spot,3,53536,
65.4498,um^3,Spot,3,53537,
65.4498,um^3,Spot,3,53538,
65.4498,um^3,Spot,3,53539,
65.4498,um^3,Spot,3,53540,
65.4498,um^3,Spot,3,53541,
65.4498,um^3,Spot,3,53542,
65.4498,um^3,Spot,3,53543,
65.4498,um^3,Spot,3,53544,
65.4498,um^3,Spot,3,53545,
65.4498,um^3,Spot,3,53546,
65.4498,um^3,Spot,3,53547,
65.4498,um^3,Spot,3,53548,
65.4498,um^3,Spot,3,53549,
65.4498,um^3,Spot,3,53550,
65.4498,um^3,Spot,3,53551,
65.4498,um^3,Spot,3,53552,
65.4498,um^3,Spot,3,53553,
65.4498,um^3,Spot,3,53554,
65.4498,um^3,Spot,3,53555,
65.4498,um^3,Spot,3,53556,
65.4498,um^3,Spot,3,53557,
65.4498,um^3,Spot,3,53558,
65.4498,um^3,Spot,3,53559,
65.4498,um^3,Spot,3,53560,
65.4498,um^3,Spot,3,53561,
65.4498,um^3,Spot,3,53562,
65.4498,um^3,Spot,3,53563,
65.4498,um^3,Spot,3,53564,
65.4498,um^3,Spot,3,53565,
65.4498,um^3,Spot,3,53566,
